Plate ID,Row,Column,Genotype,Mouse,Region,Experiment Date,DOB,Cage
Cal-JB-005,A,1,WT,2273,P,11/13/2023,6/6/2023,4
Cal-JB-005,A,2,WT,2273,P,11/13/2023,6/6/2023,4
Cal-JB-005,A,3,WT,2273,P,11/13/2023,6/6/2023,4
Cal-JB-005,A,4,WT,2273,P,11/13/2023,6/6/2023,4
Cal-JB-005,A,5,WT,2273,P,11/13/2023,6/6/2023,4
Cal-JB-005,A,6,WT,2273,P,11/13/2023,6/6/2023,4
Cal-JB-005,A,7,WT,2273,P,11/13/2023,6/6/2023,4
Cal-JB-005,A,8,WT,2273,P,11/13/2023,6/6/2023,4
Cal-JB-005,A,9,WT,2273,P,11/13/2023,6/6/2023,4
Cal-JB-005,A,10,WT,2273,P,11/13/2023,6/6/2023,4
Cal-JB-005,A,11,WT,2273,P,11/13/2023,6/6/2023,4
Cal-JB-005,A,12,WT,2273,P,11/13/2023,6/6/2023,4
Cal-JB-005,A,13,WT,2273,D,11/13/2023,6/6/2023,4
Cal-JB-005,A,14,WT,2273,D,11/13/2023,6/6/2023,4
Cal-JB-005,A,15,WT,2273,D,11/13/2023,6/6/2023,4
Cal-JB-005,A,16,WT,2273,D,11/13/2023,6/6/2023,4
Cal-JB-005,A,17,WT,2273,D,11/13/2023,6/6/2023,4
Cal-JB-005,A,18,WT,2273,D,11/13/2023,6/6/2023,4
Cal-JB-005,A,19,WT,2273,D,11/13/2023,6/6/2023,4
Cal-JB-005,A,20,WT,2273,D,11/13/2023,6/6/2023,4
Cal-JB-005,A,21,WT,2273,D,11/13/2023,6/6/2023,4
Cal-JB-005,A,22,WT,2273,D,11/13/2023,6/6/2023,4
Cal-JB-005,A,23,WT,2273,D,11/13/2023,6/6/2023,4
Cal-JB-005,A,24,WT,2273,D,11/13/2023,6/6/2023,4
Cal-JB-005,B,1,WT,2273,P,11/13/2023,6/6/2023,4
Cal-JB-005,B,2,WT,2273,P,11/13/2023,6/6/2023,4
Cal-JB-005,B,3,WT,2273,P,11/13/2023,6/6/2023,4
Cal-JB-005,B,4,WT,2273,P,11/13/2023,6/6/2023,4
Cal-JB-005,B,5,WT,2273,P,11/13/2023,6/6/2023,4
Cal-JB-005,B,6,WT,2273,P,11/13/2023,6/6/2023,4
Cal-JB-005,B,7,WT,2273,P,11/13/2023,6/6/2023,4
Cal-JB-005,B,8,WT,2273,P,11/13/2023,6/6/2023,4
Cal-JB-005,B,9,WT,2273,P,11/13/2023,6/6/2023,4
Cal-JB-005,B,10,WT,2273,P,11/13/2023,6/6/2023,4
Cal-JB-005,B,11,WT,2273,P,11/13/2023,6/6/2023,4
Cal-JB-005,B,12,WT,2273,P,11/13/2023,6/6/2023,4
Cal-JB-005,B,13,WT,2273,D,11/13/2023,6/6/2023,4
Cal-JB-005,B,14,WT,2273,D,11/13/2023,6/6/2023,4
Cal-JB-005,B,15,WT,2273,D,11/13/2023,6/6/2023,4
Cal-JB-005,B,16,WT,2273,D,11/13/2023,6/6/2023,4
Cal-JB-005,B,17,WT,2273,D,11/13/2023,6/6/2023,4
Cal-JB-005,B,18,WT,2273,D,11/13/2023,6/6/2023,4
Cal-JB-005,B,19,WT,2273,D,11/13/2023,6/6/2023,4
Cal-JB-005,B,20,WT,2273,D,11/13/2023,6/6/2023,4
Cal-JB-005,B,21,WT,2273,D,11/13/2023,6/6/2023,4
Cal-JB-005,B,22,WT,2273,D,11/13/2023,6/6/2023,4
Cal-JB-005,B,23,WT,2273,D,11/13/2023,6/6/2023,4
Cal-JB-005,B,24,WT,2273,D,11/13/2023,6/6/2023,4
Cal-JB-005,C,1,WT,2273,P,11/13/2023,6/6/2023,4
Cal-JB-005,C,2,WT,2273,P,11/13/2023,6/6/2023,4
Cal-JB-005,C,3,WT,2273,P,11/13/2023,6/6/2023,4
Cal-JB-005,C,4,WT,2273,P,11/13/2023,6/6/2023,4
Cal-JB-005,C,5,WT,2273,P,11/13/2023,6/6/2023,4
Cal-JB-005,C,6,WT,2273,P,11/13/2023,6/6/2023,4
Cal-JB-005,C,7,WT,2273,P,11/13/2023,6/6/2023,4
Cal-JB-005,C,8,WT,2273,P,11/13/2023,6/6/2023,4
Cal-JB-005,C,9,WT,2273,P,11/13/2023,6/6/2023,4
Cal-JB-005,C,10,WT,2273,P,11/13/2023,6/6/2023,4
Cal-JB-005,C,11,WT,2273,P,11/13/2023,6/6/2023,4
Cal-JB-005,C,12,WT,2273,P,11/13/2023,6/6/2023,4
Cal-JB-005,C,13,WT,2273,D,11/13/2023,6/6/2023,4
Cal-JB-005,C,14,WT,2273,D,11/13/2023,6/6/2023,4
Cal-JB-005,C,15,WT,2273,D,11/13/2023,6/6/2023,4
Cal-JB-005,C,16,WT,2273,D,11/13/2023,6/6/2023,4
Cal-JB-005,C,17,WT,2273,D,11/13/2023,6/6/2023,4
Cal-JB-005,C,18,WT,2273,P,11/13/2023,6/6/2023,4
Cal-JB-005,C,19,WT,2273,P,11/13/2023,6/6/2023,4
Cal-JB-005,C,20,WT,2273,P,11/13/2023,6/6/2023,4
Cal-JB-005,C,21,WT,2273,P,11/13/2023,6/6/2023,4
Cal-JB-005,C,22,WT,2273,P,11/13/2023,6/6/2023,4
Cal-JB-005,C,23,WT,2273,P,11/13/2023,6/6/2023,4
Cal-JB-005,C,24,WT,2273,P,11/13/2023,6/6/2023,4
Cal-JB-005,D,1,WT,2273,P,11/13/2023,6/6/2023,4
Cal-JB-005,D,2,WT,2273,P,11/13/2023,6/6/2023,4
Cal-JB-005,D,3,WT,2273,P,11/13/2023,6/6/2023,4
Cal-JB-005,D,4,WT,2273,P,11/13/2023,6/6/2023,4
Cal-JB-005,D,5,WT,2273,P,11/13/2023,6/6/2023,4
Cal-JB-005,D,6,WT,2273,P,11/13/2023,6/6/2023,4
Cal-JB-005,D,7,WT,2273,P,11/13/2023,6/6/2023,4
Cal-JB-005,D,8,WT,2273,P,11/13/2023,6/6/2023,4
Cal-JB-005,D,9,WT,2273,P,11/13/2023,6/6/2023,4
Cal-JB-005,D,10,WT,2273,P,11/13/2023,6/6/2023,4
Cal-JB-005,D,11,WT,2273,P,11/13/2023,6/6/2023,4
Cal-JB-005,D,12,WT,2273,P,11/13/2023,6/6/2023,4
Cal-JB-005,D,13,WT,2273,P,11/13/2023,6/6/2023,4
Cal-JB-005,D,14,WT,2273,P,11/13/2023,6/6/2023,4
Cal-JB-005,D,15,WT,2273,P,11/13/2023,6/6/2023,4
Cal-JB-005,D,16,WT,2273,P,11/13/2023,6/6/2023,4
Cal-JB-005,D,17,WT,2273,P,11/13/2023,6/6/2023,4
